Sr. No,Date of data collection,Time of data collection,pond_id,region,Type,Is follow up,Is follow up possible,Reason follow up not possible,Group,Pond status,Observer,Equipment,Weather,DO (mg/L),pH,Turbidity (in cm),Ammonia—TAN (NH3-N) (mg/L),Ammonia—TAN (NH3) (mg/L),Ammonia—NH3 (mg/L),Temp (in °C),TDS (ppt),Alkalinity (mg/L),Hardness (mg/L),Water color,Is WQ in range?,Parameters out of range,Corrective actions requested,Corrective actions requested (other),Corrective actions amount requested,Corrective actions,Corrective actions implemented,Corrective actions implementation date,Corrective actions taken,Corrective actions taken (other),Corrective actions taken (details),Non-prescribed corrective actions taken,Reason not implemented,Water quality improved after corrective actions,Corrective action notes,Individuals air gulping,Individuals tail splashing,Dead fish,Notes (mortalities),Self-initiated corrective actions taken,Self-initiated corrective actions implemented on (exact date),Self-initiated corrective actions implemented (date range),Self-initiated corrective actions notes,Feed amount (kg),Stocking density (per acre),Species,Weight,Notes,Have fish been helped
6352,04/03/2024,06:29,pond_d452b0a2,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.8,8.38,24.0,0.03,,,29.8,2.08,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,100.0,13183.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6350,04/03/2024,06:09,pond_11799705,Eluru,Morning,No,,,Focus group 4,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.6,8.1,28.0,0.26,,,29.7,2.24,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1200.0,1884.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6349,04/02/2024,16:50,pond_51789df8,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,10.6,8.41,,,,,30.9,2.45,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,14911.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6348,04/02/2024,16:36,pond_c7407a79,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,10.3,8.44,,,,,32.1,2.56,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3512.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6341,04/02/2024,16:24,pond_89aabef8,Eluru,Evening,No,,,Focus group 2,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,10.1,8.48,,,,,34.0,2.05,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,7473.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6347,04/02/2024,16:18,pond_ac78f7f3,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,8.5,8.46,,,,,31.3,1.81,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2410.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6346,04/02/2024,16:02,pond_5e81f369,Eluru,Evening,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,11.9,8.38,,,,,32.9,1.05,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2489.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6339,04/02/2024,16:02,pond_dc98e449,Eluru,Evening,No,,,Focus group 2,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,9.8,8.23,,,,,33.9,2.24,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3443.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6345,04/02/2024,07:45,pond_51789df8,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.2,8.37,29.0,0.12,,,30.8,1.05,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,100.0,14911.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6340,04/02/2024,07:44,pond_89aabef8,Eluru,Morning,No,,,Focus group 2,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.1,8.23,28.0,0.08,,,31.0,2.07,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,350.0,7473.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6338,04/02/2024,07:19,pond_dc98e449,Eluru,Morning,No,,,Focus group 2,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.8,7.78,26.0,0.36,,,31.0,2.31,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,750.0,3443.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6344,04/02/2024,07:18,pond_c7407a79,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,4.8,8.39,28.0,0.3,,,30.6,2.6,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1500.0,3512.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6343,04/02/2024,06:55,pond_ac78f7f3,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.4,8.35,26.0,0.29,,,30.8,1.21,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,990.0,2410.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6342,04/02/2024,06:38,pond_5e81f369,Eluru,Morning,No,,,Focus group 4,Treatment,Sanjay,"Taiwan #1, Winkler's Method (DO)",Sunny,3.1,8.29,29.0,0.32,,,31.0,1.05,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,1500.0,2489.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6337,03/29/2024,16:53,pond_ec1ee982,Nellore,Evening,Yes,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",9.1,8.3,31.0,0.04,,,32.4,0.8,,,Dark brown,Yes,,,,,,"Yes, all of them",03/28/2024,"Water inflow (only), Turning aerators on",,,"Water inflow (only), Turning aerators on",,Yes,de levalls came back to requried range...,0.0,0.0,0.0,,,,,,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,,No
6335,03/29/2024,16:36,pond_1c1e7d4b,Nellore,Evening,Yes,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.8,8.36,32.0,0.13,,,33.1,1.02,,,Transparent,Yes,,,,,,"Yes, all of them",,"Water inflow (only), Zeolite",,,"Water inflow (only), Zeolite",,Yes,do levalls came back to requried range...,0.0,0.0,0.0,,,,,,,4091.0,Roopchand,750.0,,No
6336,03/29/2024,06:28,pond_ec1ee982,Nellore,Morning,Yes,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Cloud cover 100%, Foggy",3.3,8.18,31.0,0.04,,,29.6,0.8,,,Dark brown,Yes,,,,,,"Yes, all of them",03/28/2024,"Water inflow (only), Turning aerators on",,,"Water inflow (only), Turning aerators on",,Yes,do levalls came back to requred range..,0.0,0.0,0.0,,,,,,45.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,,No
6334,03/29/2024,06:14,pond_1c1e7d4b,Nellore,Morning,Yes,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Cloud cover 100%, Rainy",3.4,8.19,31.0,0.13,,,29.8,1.01,,,Transparent,Yes,,,,,,"Yes, all of them",03/28/2024,"Water inflow (only), Zeolite",,,"Water inflow (only), Zeolite",,Yes,do levalls came back to requried range...,0.0,0.0,0.0,,,,,,100.0,4091.0,Roopchand,750.0,,No
6333,03/28/2024,17:27,pond_bf58902e,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",9.8,8.28,31.0,0.03,,,32.5,0.96,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3000.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
6331,03/28/2024,17:11,pond_863e7ed4,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",10.8,8.27,35.0,0.0,,,32.5,0.92,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
6329,03/28/2024,16:48,pond_c30c0534,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",9.6,8.28,33.0,0.04,,,33.7,0.9,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,,,,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6327,03/28/2024,16:32,pond_1d249330,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",11.6,8.25,32.0,0.02,,,33.5,0.83,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,90910.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6332,03/28/2024,07:41,pond_bf58902e,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.8,7.95,31.0,0.03,,,29.6,0.97,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,80.0,3000.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
6330,03/28/2024,07:16,pond_863e7ed4,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",4.1,8.03,35.0,0.0,,,29.8,0.9,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,40.0,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",400.0,,No
6328,03/28/2024,06:44,pond_c30c0534,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.6,8.06,33.0,0.04,,,30.3,0.92,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,10.0,0.0,,,,,,10.0,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6326,03/28/2024,06:18,pond_1d249330,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Cloud cover 100%, Foggy",4.4,8.11,32.0,0.02,,,29.9,0.85,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,30.0,90910.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6325,03/27/2024,17:11,pond_1c1e7d4b,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",7.4,8.45,32.0,0.19,,,33.3,1.05,,,Transparent,No,Dissolved Oxygen,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,4091.0,Roopchand,750.0,,No
6323,03/27/2024,16:58,pond_edb67ba0,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",10.7,8.46,29.0,0.28,,,32.8,0.96,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3333.0,Roopchand,800.0,,No
6321,03/27/2024,16:43,pond_ec1ee982,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.4,8.43,31.0,0.07,,,32.7,0.84,,,Dark brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,,No
6319,03/27/2024,16:28,pond_95fa2b00,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",10.9,8.28,34.0,0.0,,,33.2,1.14,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6324,03/27/2024,07:16,pond_1c1e7d4b,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",2.1,8.27,32.0,0.19,,,30.0,1.04,,,Transparent,No,Dissolved Oxygen,"Water inflow (only), Zeolite",,,,,,,,,,,,,0.0,0.0,0.0,,,,,,100.0,4091.0,Roopchand,750.0,,No
6322,03/27/2024,06:57,pond_edb67ba0,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",4.0,8.29,29.0,0.28,,,29.8,0.95,,,Dark green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,40.0,3333.0,Roopchand,800.0,,No
6320,03/27/2024,06:38,pond_ec1ee982,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",2.5,8.21,31.0,0.07,,,29.8,0.82,,,Dark brown,No,Dissolved Oxygen,"Water inflow (only), Turning aerators on",,,,,,,,,,,,,0.0,0.0,0.0,,,,,,45.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Roopchand",600.0,,No
6318,03/27/2024,06:10,pond_95fa2b00,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Cloud cover 100%, Foggy",4.6,8.03,34.0,0.0,,,30.3,1.16,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,20.0,2600.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6317,03/25/2024,17:59,pond_299152dc,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",10.8,8.33,35.0,0.0,,,32.9,0.96,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2650.0,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",,,No
6315,03/25/2024,17:42,pond_b842374c,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",10.5,8.31,31.0,0.0,,,32.7,1.23,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6313,03/25/2024,17:25,pond_da9e5287,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",9.8,8.34,34.0,0.19,,,32.4,1.62,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,,No
6311,03/25/2024,17:08,pond_1d648007,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",11.2,8.21,34.0,0.0,,,32.6,2.02,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6309,03/25/2024,16:36,pond_891bf2fe,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",8.6,8.43,31.0,0.09,,,33.2,0.83,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,11.0,0.0,,,,,,,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",850.0,,No
6307,03/25/2024,16:04,pond_dc98e449,Eluru,Evening,Yes,,,Regular ara pond,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.6,7.99,,,,,31.8,1.96,,,Dark green,Yes,,,,,,"Yes, all of them",03/23/2024,Stop feeding for 48 hours,,,,,Yes,,0.0,0.0,0.0,,,,,,,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6316,03/25/2024,07:58,pond_299152dc,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.5,8.19,35.0,0.0,,,29.2,0.94,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,30.0,2650.0,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",,,No
6314,03/25/2024,07:39,pond_b842374c,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.7,8.16,31.0,0.0,,,29.3,1.21,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,25.0,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6312,03/25/2024,07:18,pond_da9e5287,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.4,8.04,34.0,0.19,,,29.3,1.6,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,40.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla)",800.0,,No
6310,03/25/2024,06:55,pond_1d648007,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%, Foggy",4.5,7.94,34.0,0.0,,,29.8,2.0,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,10.0,2500.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6306,03/25/2024,06:32,pond_dc98e449,Eluru,Morning,Yes,,,Regular ara pond,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.6,7.76,24.0,0.26,,,28.6,2.03,,,Dark green,Yes,,,,,,"Yes, all of them",03/23/2024,Stop feeding for 48 hours,,,,,Yes,,0.0,0.0,0.0,,,,,,750.0,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6308,03/25/2024,06:15,pond_891bf2fe,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Cloud cover 100%, Foggy",3.3,8.23,31.0,0.09,,,30.6,0.81,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,10.0,0.0,,,,,,40.0,3000.0,"Rohu (Labeo rohita), Catla (Catla catla), Grass Carp (Ctenopharyngodon idella)",850.0,,No
6297,03/23/2024,16:47,pond_9af26ee3,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",9.1,8.35,31.0,0.24,,,32.8,0.65,,,Light green,Yes,,,,,,,,,,,,,,,0.0,12.0,0.0,,,,,,,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6295,03/23/2024,16:35,pond_5773604b,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",11.2,8.19,34.0,0.0,,,32.9,0.69,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6305,03/23/2024,16:28,pond_70614260,Eluru,Evening,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.3,8.46,,,,,31.6,1.43,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2233.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6303,03/23/2024,16:20,pond_b7082dc1,Eluru,Evening,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,10.3,7.93,,,,,31.3,1.87,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,18000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6304,03/23/2024,07:39,pond_70614260,Eluru,Morning,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.3,8.27,23.0,0.36,,,28.3,1.39,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,400.0,2233.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6296,03/23/2024,07:19,pond_9af26ee3,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",3.5,8.11,31.0,0.24,,,29.1,0.63,,,Light green,Yes,,,,,,,,,,,,,,,0.0,9.0,0.0,,,,,,65.0,2000.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6302,03/23/2024,07:12,pond_b7082dc1,Eluru,Morning,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,3.6,7.66,30.0,0.16,,,28.6,1.86,,,Light brown,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,150.0,18000.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6294,03/23/2024,06:52,pond_5773604b,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",4.4,7.88,34.0,0.0,,,29.3,0.68,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,15.0,2800.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6293,03/22/2024,17:04,pond_a3c9d163,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",9.9,8.39,32.0,0.1,,,32.4,0.91,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6291,03/22/2024,16:54,pond_1bf4ea64,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",11.5,8.27,29.0,0.08,,,32.4,0.76,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",550.0,,No
6289,03/22/2024,16:38,pond_10b0b2f6,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",8.6,8.38,30.0,0.12,,,31.8,0.82,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6287,03/22/2024,16:25,pond_d252b4e3,Nellore,Evening,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 25%",9.2,8.35,34.0,0.14,,,31.2,0.95,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6281,03/22/2024,16:01,pond_dc98e449,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,25.1,8.24,,,,,31.3,2.28,,,Dark green,No,Dissolved Oxygen,Requested during morning measurement,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6280,03/22/2024,07:28,pond_dc98e449,Eluru,Morning,No,,,Regular ara pond,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,7.5,7.99,24.0,0.34,,,28.4,2.27,,,Dark green,No,Dissolved Oxygen,Stop feeding for 48 hours,Sanitizer,,,,,,,,,,,,0.0,0.0,0.0,,,,,,750.0,2892.0,"Rohu (Labeo rohita), Catla (Catla catla)",,,No
6292,03/22/2024,07:18,pond_a3c9d163,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.8,8.12,32.0,0.1,,,29.3,0.9,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,90.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6290,03/22/2024,07:03,pond_1bf4ea64,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",4.2,7.96,29.0,0.08,,,29.1,0.75,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,40.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",550.0,,No
6288,03/22/2024,06:41,pond_10b0b2f6,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.5,8.12,30.0,0.12,,,29.5,0.8,,,Light green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,70.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6286,03/22/2024,06:18,pond_d252b4e3,Nellore,Morning,No,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.6,8.08,34.0,0.14,,,28.9,0.93,,,Transparent,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,30.0,2500.0,"Rohu (Labeo rohita), Catla (Catla catla)",950.0,,No
6285,03/21/2024,17:05,pond_a2a9984f,Nellore,Evening,Yes,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 50%",11.5,8.46,27.0,0.11,,,32.7,0.81,,,Dark green,Yes,,,,,,"Yes, all of them",,"Water inflow (only), Alum",,,"Water inflow (only), Alum",,Yes,ph levalls came back to requried range...,0.0,0.0,0.0,,,,,,,3000.0,Roopchand,950.0,,No
6284,03/21/2024,07:15,pond_a2a9984f,Nellore,Morning,Yes,,,Regular ara pond,Treatment,Chandu,Taiwan #8,"Sunny, Cloud cover 75%",3.6,8.27,27.0,0.11,,,30.4,0.8,,,Dark green,Yes,,,,,,"Yes, all of them",03/19/2024,"Water inflow (only), Alum",,,"Water inflow (only), Alum",,Yes,,0.0,0.0,0.0,,,,,,190.0,3000.0,Roopchand,950.0,,No
6301,03/20/2024,16:26,pond_bdf8fe72,Eluru,Evening,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,11.8,8.45,,,,,28.6,2.03,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,3012.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6279,03/20/2024,16:16,pond_89aabef8,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Foggy",11.7,8.43,,,,,29.6,2.11,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,No
6299,03/20/2024,16:07,pond_fc8ef4d2,Eluru,Evening,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,9.6,8.33,,,,,29.6,2.11,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,2666.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
6277,03/20/2024,16:00,pond_b3126696,Eluru,Evening,No,,,Regular ara pond,Treatment,Nagaraju P.,Taiwan #2,"Sunny, Cloud cover 75%, Foggy",8.8,8.09,,,,,28.8,1.94,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,No
6300,03/20/2024,07:48,pond_bdf8fe72,Eluru,Morning,No,,,Focus group new,Treatment,Nagaraju P.,"Taiwan #2, Winkler's Method (DO)",Sunny,4.3,8.2,24.0,0.19,,,29.1,2.03,,,Saturated green,Yes,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,300.0,3012.0,"Catla (Catla catla), Rohu (Labeo rohita)",,,No
