Sr. No,Event date,Initial entry,pond_id,region,Pond status,Type,Logged by,Data verification method,Data verified by,Lifecycle,Current fish stocking density per acre,Current shrimp stocking density per acre,Species,Species ratio,Reported target weight in grams,Communicated stock density limit,Average fish weight (in grams),Average weight of Catla (Catla catla) (in grams),Average weight of Rohu (Labeo rohita) (in grams),Average weight of Mrigal (Cirrhinus cirrhosus) (in grams),Average weight of Grass Carp (Ctenopharyngodon idella) (in grams),Average weight of Common Carp (Cyprinus carpio) (in grams),Average weight of Roopchand (in grams),Average weight of Whiteleg Shrimp (Litopenaeus vannamei) (in grams),Average weight of Pangasius (in grams),Intended fish stocking density (per acre),Intended fish stocking density (entire pond),Actual fish stocking density (per acre),Fish stocking density (entire pond),Intended shrimp stocking density (per acre),Intended shrimp stocking density (entire pond),Actual shrimp stocking density (per acre),Actual shrimp stocking density (entire pond),Fish purchases diverted,Shrimp purchases diverted,Did the farmer do pond preparation?,Explain what the farmer did for pond preparation,Is the farmer planning to do pond preparation?,Explain what the farmer is planning to do for pond preparation,Harvest reason,"Fish harvested (total, in kg)","Shrimp harvested (total, in kg)","Fish left in the pond (total, in individuals)","Shrimp left in the pond (total, in individuals)",Notes,Lifecycle is updated accordingly on the master doc,Created at
7398,07/29/2024,No,pond_6118ad90,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,52000,,0,,,,09/25/2024 05:28
7148,07/29/2024,Yes,pond_41a4dead,Eluru,Treatment,Stocking,Praveen,,,,2493.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.9:0.1,,,,,,,,,,,,2493,,2493.0,,,,,,0.0,,0,,,,,,,,,,,09/09/2024 10:49
7399,07/28/2024,No,pond_7dded911,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,11733.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9.1:0.9,,,40.0,40.0,40.0,,,,,,,11733,17600.0,11733.0,17600.0,,,,,0.0,,0,,,,,,,,,,,09/25/2024 05:36
7146,07/28/2024,Yes,pond_283dc502,Eluru,Treatment,Stocking,Praveen,,,,2622.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,,,,,2622,,2622.0,,,,,,0.0,,0,,,,,,,,,,,09/09/2024 10:34
7407,07/27/2024,No,pond_3ed934a6,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,22000,,0,,,,09/27/2024 04:51
7074,07/27/2024,No,pond_8dd26bbf,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1700.0,,,,,,,,,,,,,,,,,,,,,1,The farmer has applied super PS to clear the bottom and also added water probiotics.,Planned harvest,112200,,0,,,,08/28/2024 07:16
7145,07/26/2024,Yes,pond_885057ef,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2529.0,2529.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,2529,22000.0,2529.0,22000.0,,,,,0.0,,0,,,,,,,,,,,09/09/2024 10:26
7102,07/26/2024,Yes,pond_a6578b7f,Eluru,Treatment,Stocking,Chaitanya,,,,2226.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,,,,,,,,,,2226,,2226.0,,,,,,0.0,,0,,,,,,,,,,,09/01/2024 09:57
7072,07/26/2024,No,pond_cc764bfd,Eluru,Treatment,Partial harvest,Praveen,,,,19685.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,60.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,6000,,50000,,The farmer has transferred these fish into his own breed-out pond.,,08/28/2024 06:41
7159,07/25/2024,No,pond_20c3d3aa,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,12469.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,60.0,,,,,,,,,12469,100000.0,12469.0,100000.0,,,,,0.0,,0,,,,,,,,,,,09/10/2024 07:11
7144,07/25/2024,Yes,pond_44f24b9a,Eluru,Treatment,Stocking,Praveen,,,,4222.0,4222.0,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",7:2:1,,,,,,,,,,,,4222,,4222.0,,,,,,0.0,,0,,,,,,,,,,,09/09/2024 10:22
7076,07/25/2024,No,pond_e71ae278,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,75000,,0,,The lease is over and the farmer has left the pond.,,08/28/2024 09:24
7587,07/24/2024,Yes,pond_811d5777,Eluru,Treatment,Stocking,Praveen,,,,6000.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,6000,,6000.0,,,,,,0.0,,0,,,,,,,,,,,10/17/2024 09:48
7156,07/23/2024,No,pond_70614260,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Breed-out,4304.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,4304,89000.0,4304.0,89000.0,,,,,0.0,,0,,,,,,,,,,,09/10/2024 06:49
7749,07/22/2024,No,pond_8a8b9562,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2708.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita), Whiteleg Shrimp (Litopenaeus vannamei)",9:1,,,330.0,500.0,300.0,,,,,,,2708,30000.0,2708.0,30000.0,0.0,0.0,0.0,0.0,0.0,,0,,,,,,,,,,,11/06/2024 07:23
7158,07/22/2024,No,pond_20c3d3aa,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,12000,,0,,"There is a difference of 20,000 fish in the stocking vs harvest numbers. We reached out to the farmer to know the reason and got to know that there were high mortalities and bird predation during this particular culture.",,09/10/2024 07:07
7157,07/22/2024,No,pond_eb2903bd,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,1996.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,400.0,,,,,,,,,1996,30000.0,1996.0,30000.0,,,,,0.0,,0,,,,,,,,,,,09/10/2024 06:58
7104,07/21/2024,Yes,pond_4e07e1a3,Eluru,Treatment,Stocking,Chaitanya,,,,2516.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,,,,,2516,,2516.0,,,,,,0.0,,0,,,,,,,,,,,09/01/2024 10:10
7834,07/20/2024,No,pond_b11d4126,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,300.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,6000,,0,,,,11/14/2024 09:22
7703,07/20/2024,No,pond_863e7ed4,Nellore,Treatment,Harvest,Chaitanya,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,,,,,,,,,,,,,1,Sun dry the pond bottom,Planned harvest,6375,,0,,,,10/29/2024 10:58
7164,07/18/2024,No,pond_5f9e292b,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2729.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,200.0,,,,,,,,,2729,80000.0,2729.0,80000.0,,,,,0.0,,0,,,,,,,,,,,09/10/2024 07:30
7853,07/16/2024,Yes,pond_21320075,Eluru,Treatment,Stocking,Praveen,,,Grow-out,1554.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,260.0,400.0,250.0,,,,,,,1554,,1554.0,,,,,,0.0,,0,,,,,,,,,,,11/15/2024 07:32
6864,07/16/2024,No,pond_9a0003fb,Eluru,Treatment,Harvest,Praveen,No receipt available,,,253.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1250.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,80000,,0,,"Farmer reported that 6,000 fishes escaped during harvest and are thus left in the pond.",,07/22/2024 05:58
7149,07/15/2024,Yes,pond_60dd3196,Eluru,Treatment,Stocking,Praveen,,,,13699.0,0.0,Rohu (Labeo rohita),10,,,,,,,,,,,,13699,,13699.0,,,,,,0.0,,0,,,,,,,,,,,09/09/2024 10:53
6866,07/14/2024,No,pond_7dded911,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,380.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,4000,,0,,,,07/22/2024 06:29
7403,07/13/2024,No,pond_32ca982f,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,9000,,0,,"Of the 100000 fish, about 10,000 fish were either predated by birds or could not survive. ",,09/27/2024 04:29
6863,07/12/2024,No,pond_c8879b29,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,115000,,0,,,,07/22/2024 05:51
7247,07/11/2024,Yes,pond_c1aade15,Eluru,Treatment,Stocking,Praveen,,,,3333.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita), Roopchand",9:0.6:0.3,,,,,,,,,,,,3333,,3333.0,,,,,,0.0,,0,,,,,,,,,,,09/14/2024 05:28
10298,07/10/2024,Yes,pond_35f0d376,Eluru,,Stocking,Praveen,,,Grow-out,2182.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,1200.0,3000.0,200.0,,,,,,,,,2182,,2182.0,,,,,,0.0,,0,,,,,,,,,,,06/06/2025 07:13
7585,07/10/2024,Yes,pond_7ef7fef9,Eluru,Treatment,Stocking,Praveen,,,,8130.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,8130,,8130.0,,,,,,0.0,,0,,,,,,,,,,,10/17/2024 09:42
7408,07/10/2024,No,pond_f9218e7b,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,2486.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,360.0,500.0,350.0,,,,,,,2486,45000.0,2486.0,45000.0,,,,,0.0,,0,,,,,,,,,,,09/27/2024 04:57
8495,07/08/2024,Yes,pond_08867f11,Eluru,Treatment,Stocking,Praveen,,,Grow-out,1651.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,250.0,,,,,,,,,1651,,1651.0,,,,,,0.0,,0,,,,,,,,,,,01/07/2025 07:37
7163,07/05/2024,No,pond_5f9e292b,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1450.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,126000,,0,,,,09/10/2024 07:27
7070,07/05/2024,No,pond_ca25b296,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1050.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,23000,,0,,,,08/28/2024 06:07
6865,07/04/2024,No,pond_dc98e449,Eluru,Treatment,Stocking,Praveen,,,Grow-out,3644.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,350.0,,,,,,,,,3644,43000.0,3644.0,43000.0,,,,,0.0,,0,,,,,,,,,The farmer has applied cow manure before stocking.,,07/22/2024 06:22
7402,07/03/2024,No,pond_f9218e7b,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1900.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,50000,,0,,,,09/27/2024 04:22
6850,07/02/2024,No,pond_da9e5287,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,2778.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,50.0,,,,,,,,,3333,3000.0,2778.0,2500.0,,,,,499.0,,1,Sun dried the pond bottom and added lime,,,,,,,,Reduced SD by 500 fishes because of the intervention of pond size update.,,07/17/2024 10:23
6848,07/01/2024,No,pond_4cef5872,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,2817.0,,Roopchand,10,,,150.0,,,,,,,,,2817,8000.0,2817.0,8000.0,,,,,0.0,,0,,,,,,,,,"Stocked less, as he couldn't do pond prep. Stocked fishes from his own nursery pond",,07/17/2024 10:06
6799,07/01/2024,No,pond_c295a799,Eluru,Treatment,Stocking,Chaitanya,,,Grow-out,2667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,250.0,,,,,,,,,2667,7600.0,2667.0,7600.0,,,,,0.0,,0,,,,,,,,,The farmer bought the fish from his own breed-out pond in a different village (Rudrapaka).,,07/09/2024 06:25
6849,06/28/2024,No,pond_2ec8980d,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,2941.0,,Roopchand,10,,,300.0,,,,,,,,,2941,12000.0,2941.0,12000.0,,,,,0.0,,0,,,,,,,,,Reduced SD as the fishes were 300gms and he didn't do pond prep. Stocked fishes are from his own nursery pond.,,07/17/2024 10:13
6804,06/28/2024,No,pond_a434fd56,Eluru,Treatment,Stocking,Chaitanya,,,Rearing,71429.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,10.0,,,,,,,,,71429,50000.0,71429.0,50000.0,,,,,0.0,,1,The bottom was sun dried and applied with lime.,,,,,,,,,,07/09/2024 07:13
6798,06/26/2024,No,pond_c295a799,Eluru,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,80.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,8800,,0,,,,07/09/2024 06:14
6845,06/23/2024,No,pond_aef38b14,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,3604.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9.5:0.5,,,100.0,,,,,,,,,3784,21000.0,3604.0,20000.0,,,,,999.0,,1,Sun dried the pond bottom and added zeolite and lime,,,,,,,,,,07/17/2024 09:22
6773,06/23/2024,No,pond_bf58902e,Nellore,Assessment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,850.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,10200,,0,,,,07/04/2024 06:38
6774,06/22/2024,No,pond_dda2c111,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,50.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,4750,,0,,,,07/04/2024 06:41
6803,06/21/2024,No,pond_bd0e0d33,Eluru,Treatment,Stocking,Chaitanya,,,Breed-out,11650.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,150.0,,,,,,,,,11650,48000.0,11650.0,48000.0,,,,,0.0,,0,,,,,,,,,The farmer got the fish from his own nursery pond.,,07/09/2024 07:03
6801,06/21/2024,No,pond_917e0459,Eluru,Treatment,Stocking,Chaitanya,,,Grow-out,1364.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,400.0,,,,,,,,,1364,18000.0,1364.0,18000.0,,,,,0.0,,0,,,,,,,,,The farmer used gas tablets to clear off the gases before stocking.,,07/09/2024 06:48
6796,06/21/2024,No,pond_dc98e449,Eluru,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,50000,,0,,The farmer did a few steps of the wet pond preparation. Mixed cow manure and applied sanitizer.,,07/09/2024 05:50
7748,06/20/2024,No,pond_8a8b9562,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,30000,,0,,,,11/06/2024 07:16
7080,06/20/2024,No,pond_ddf602a6,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,600.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to dry the pond and do the dry pond preparation.,Planned harvest,32000,,0,,The farmer will continue the culture after preparing the pond.,,08/28/2024 09:48
6847,06/20/2024,No,pond_4fc9a5af,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,2907.0,,"Rohu (Labeo rohita), Catla (Catla catla)",9:1,,,80.0,,,,,,,,,3140,2700.0,2907.0,2500.0,,,,,200.0,,1,"Sun dried the bottom, removed the sludge and added lime",,,,,,,,,,07/17/2024 09:50
6846,06/20/2024,No,pond_f18f1d57,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,2631.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,350.0,,,,,,,,,2631,5500.0,2631.0,5500.0,,,,,0.0,,1,Sun dried the bottom and added bleach,,,,,,,,Stocked from his own nursery pond,,07/17/2024 09:38
6797,06/19/2024,No,pond_70614260,Eluru,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,8000,,0,,,,07/09/2024 05:55
6730,06/19/2024,Yes,pond_d85b342c,Eluru,Treatment,Stocking,Chaitanya,,,,11450.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,11450,,11450.0,,,,,,0.0,,0,,,,,,,,,,,06/28/2024 05:04
7316,06/18/2024,Yes,pond_aae02d77,Eluru,Treatment,Stocking,Praveen,,,,5375.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,5375,,5375.0,,,,,,0.0,,1,Water treatment,,,,,,,,,,09/19/2024 04:37
7069,06/17/2024,No,pond_eb2903bd,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,42000,,0,,There is about 9000 kg difference in the stocking and harvest numbers. The farmer thought that they have completely harvested in the previous cycle but there were about 7ooo fish left in the pond. The farmer also did not expect this.,,08/28/2024 05:54
6770,06/16/2024,No,pond_891bf2fe,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,900.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,2700,,0,,,,07/04/2024 06:30
7079,06/15/2024,No,pond_960111d3,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1200.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,55000,,0,,The farmer is moving to shrimp culture.,,08/28/2024 09:39
7855,06/13/2024,Yes,pond_02b8575a,Eluru,Treatment,Stocking,Praveen,,,Grow-out,2494.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.1:0.9,,,218.0,400.0,200.0,,,,,,,2494,,2494.0,,,,,,0.0,,0,,,,,,,,,,,11/15/2024 07:39
6843,06/11/2024,No,pond_ec1ee982,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,2667.0,,Roopchand,10,,,400.0,,,,,,,,,2667,2000.0,2667.0,2000.0,,,,,0.0,,0,,,,,,,,,"Stocked less, as he got 400gms fish from other farmer and stocked them immediately",,07/17/2024 08:59
10007,06/10/2024,No,pond_74f8f457,Eluru,Treatment,Partial harvest,Praveen,Verbal communication,,Breed-out,2557.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,350.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,9500,,18000,,,,05/09/2025 09:27
6802,06/10/2024,No,pond_bd0e0d33,Eluru,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1800.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,21000,,0,,,,07/09/2024 06:54
6766,06/08/2024,No,pond_9719af6d,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,Roopchand,,,,983.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,60000,,0,,,,07/04/2024 06:18
6764,06/08/2024,No,pond_aae69640,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,Roopchand,,,,928.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,13000,,0,,,,07/04/2024 06:14
6763,06/06/2024,No,pond_d01750af,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,Roopchand,,,,733.0,,,,,,,,,,,,,,,,,,,,,1,Sun dried the pond bottom,Planned harvest,11000,,0,,,,07/04/2024 06:11
6772,06/05/2024,No,pond_1d249330,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,40.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,3800,,0,,,,07/04/2024 06:36
6768,06/05/2024,No,pond_d1de1045,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,Roopchand,,,,971.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,3400,,0,,,,07/04/2024 06:24
6652,06/04/2024,No,pond_c7407a79,Eluru,Treatment,Partial harvest,Chaitanya,,,,2773.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1000.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,16000,,60000,,,,06/15/2024 13:33
7073,06/03/2024,No,pond_a2125373,Eluru,Treatment,Harvest,Praveen,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,55000,,0,,,,08/28/2024 06:48
6765,06/02/2024,No,pond_2ec8980d,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,Roopchand,,,,783.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,4700,,0,,,,07/04/2024 06:16
6842,06/01/2024,No,pond_bd0f4fd7,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,3143.0,,"Catla (Catla catla), Rohu (Labeo rohita), Grass Carp (Ctenopharyngodon idella)",9:0.5:0.5,,,50.0,,,,,,,,,4286,3000.0,3143.0,2200.0,,,,,800.0,,1,"Sun dried the pond bottom, removed the sludge, strengthened the dykes and added lime ",,,,,,,,,,07/17/2024 08:46
8342,05/29/2024,No,pond_11799705,Eluru,Treatment,Harvest,Praveen,Verbal communication,,Grow-out,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,1100.0,,,,,,,,,,,,,,,,,,,,,1,The farmer is planning to sun dry the pond and do the pond preparation before stocking again.,Planned harvest,40000,,0,,,,12/27/2024 06:41
7103,05/29/2024,Yes,pond_a59c9ac7,Eluru,Treatment,Stocking,Chaitanya,,,,2915.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.2:0.8,,,,,,,,,,,,2915,,2915.0,,,,,,0.0,,0,,,,,,,,,,,09/01/2024 10:07
6769,05/29/2024,No,pond_9af26ee3,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,800.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,4800,,0,,,,07/04/2024 06:27
6771,05/28/2024,No,pond_da9e5287,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,933.0,,,,,,,,,,,,,,,,,,,,,1,Sun drying the pond bottom,Planned harvest,2800,,0,,,,07/04/2024 06:31
6651,05/27/2024,No,pond_5e81f369,Eluru,Treatment,Stocking,Chaitanya,,,Grow-out,2667.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,300.0,,,,,,,,,2667,,2667.0,,,,,,0.0,,0,,,,,,,,,Transferred the fish from their own breed-out pond.,,06/15/2024 13:26
6800,05/26/2024,No,pond_917e0459,Eluru,Treatment,Harvest,Chaitanya,,,,0.0,,"Rohu (Labeo rohita), Catla (Catla catla)",,,,1500.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,52000,,0,,The farmer used gas tablets to clear off the bottom.,,07/09/2024 06:37
7139,05/25/2024,Yes,pond_f5213f43,Eluru,Treatment,Stocking,Praveen,Verbal communication,,Grow-out,3304.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,250.0,,,,,,,,,3304,38000.0,3304.0,38000.0,,,,,0.0,,0,,,,,,,,,,,09/09/2024 09:28
6767,05/25/2024,No,pond_d252b4e3,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,920.0,,,,,,,,,,,,,,,,,,,,,1,"Sun drying the pond bottom, removing sludge",Planned harvest,2300,,0,,,,07/04/2024 06:22
6649,05/25/2024,No,pond_89aabef8,Eluru,Treatment,Stocking,Chaitanya,,,Breed-out,5978.0,,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,200.0,,,,,,,,,5978,,5978.0,,,,,,0.0,,0,,,,,,,,,,,06/15/2024 13:13
6648,05/25/2024,No,pond_680c8104,Eluru,Treatment,Partial harvest,Chaitanya,,,,1704.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,400.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,16000,,70000,,,,06/15/2024 13:04
7250,05/24/2024,Yes,pond_6772b310,Eluru,Treatment,Stocking,Praveen,,,,2744.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9.3:0.7,,,,,,,,,,,,2744,,2744.0,,,,,,0.0,,0,,,,,,,,,,,09/14/2024 06:31
7763,05/20/2024,No,pond_4389488f,Eluru,Treatment,Harvest,Praveen,Verbal communication,,,0.0,,"Catla (Catla catla), Rohu (Labeo rohita)",,,,900.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,90000,,0,,,,11/08/2024 04:58
7291,05/20/2024,Yes,pond_05edabe9,Eluru,Treatment,Stocking,Praveen,,,,2181.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2181,,2181.0,,,,,,0.0,,0,,,,,,,,,,,09/18/2024 05:36
6841,05/18/2024,No,pond_1c1e7d4b,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,3378.0,,Roopchand,10,,,100.0,,,,,,,,,4054,9000.0,3378.0,7500.0,,,,,1500.0,,0,,,,,,,,,Stocked fish from their own nursery ponds,,07/17/2024 08:17
6775,05/18/2024,No,pond_edb67ba0,Nellore,Treatment,Stocking,Chaitanya,,,Grow-out,3176.0,,Roopchand,10,,,250.0,,,,,,,,,3529,3000.0,3176.0,2700.0,,,,,300.0,,1,Dried the pond and added agriculture lime,,,,,,,,Stocked from his own nursery pond,,07/04/2024 08:20
6762,05/18/2024,No,pond_ec1ee982,Nellore,Treatment,Harvest,Chaitanya,,,,0.0,,Roopchand,,,,766.0,,,,,,,,,,,,,,,,,,,,,0,,Planned harvest,2300,,0,,,,07/04/2024 06:09
7586,05/15/2024,Yes,pond_369dc183,Eluru,Treatment,Stocking,Praveen,,,,2358.0,0.0,"Catla (Catla catla), Rohu (Labeo rohita)",9:1,,,,,,,,,,,,2358,,2358.0,,,,,,0.0,,0,,,,,,,,,,,10/17/2024 09:46
